gvkey,year,lobbying,elobbying,green_lobbying,brown_lobbying
003897,2018,1410000,1097142.857142857,280000,0
003897,2019,1070000,880000,120000,0
003897,2020,995000,809761.9047619049,35000,0
003905,1999,40000,0,0,0
003905,2000,40000,0,0,0
003905,2001,80000,0,0,0
003905,2002,100000,0,0,0
003905,2003,80000,0,0,0
003905,2004,80000,0,0,0
003905,2005,348000,0,0,0
003905,2006,55000,0,0,0
003905,2007,70000,0,0,0
003905,2008,170000,0,0,0
003905,2009,300000,5000,5000,0
003905,2010,525000,0,0,0
003905,2011,640000,0,0,0
003905,2012,610000,0,0,0
003905,2013,430000,0,0,0
003905,2014,360000,0,0,0
003905,2015,320000,0,0,0
003905,2016,422000,0,0,0
003905,2017,810000,0,0,0
003905,2018,1070000,0,0,0
003905,2019,980000,0,0,0
003905,2020,640000,110000,110000,0
003916,2001,20000,0,0,0
003918,1999,590000,0,0,0
003918,2000,365000,0,0,0
003918,2001,1243500,32500,0,32500
003918,2002,1410000,35000,0,30000
003918,2003,1550000,0,0,0
003918,2004,2060000,0,0,0
003918,2005,2200000,0,0,0
003918,2006,2812500,0,0,0
003918,2007,4395000,0,0,0
003918,2008,5275000,0,0,0
003937,2012,270000,0,0,0
003937,2013,300000,0,0,0
003937,2014,230000,0,0,0
003937,2015,130000,0,0,0
003937,2016,110000,0,0,0
003937,2017,200000,0,0,0
003937,2018,195000,0,0,0
003937,2019,320000,0,0,0
003937,2020,410000,0,0,0
003946,2003,50000,0,0,0
003946,2004,100000,0,0,0
003946,2005,45000,0,0,0
003946,2006,10000,0,0,0
003946,2007,10000,0,0,0
003946,2008,5000,0,0,0
003946,2012,20000,0,0,0
003946,2013,25000,0,0,0
003946,2014,35000,0,0,0
003946,2015,50000,0,0,0
003946,2017,595000,0,0,0
003946,2018,5000,0,0,0
003949,2001,20000,10000,0,0
003964,1999,60000,0,0,0
003964,2000,40000,0,0,0
003964,2001,175000,0,0,0
003964,2002,20000,0,0,0
003964,2003,20000,0,0,0
003964,2004,124000,0,0,0
003964,2005,125000,0,0,0
003964,2006,161000,0,0,0
003964,2007,140000,0,0,0
003964,2008,42000,0,0,0
003980,1999,320000,0,0,0
003980,2008,55000,0,0,0
003980,2009,30000,0,0,0
003980,2010,195000,0,0,0
003980,2011,345000,0,0,0
003980,2012,240000,0,0,0
003980,2013,315000,0,0,0
003980,2014,355000,0,0,0
003980,2015,430000,0,0,0
003980,2016,370000,0,0,0
003980,2017,400000,0,0,0
003980,2018,430000,0,0,0
003980,2019,450000,0,0,0
003980,2020,460000,0,0,0
004016,2007,20000,0,0,0
004016,2010,320000,0,0,0
004016,2011,560000,0,0,0
004016,2012,400000,0,0,0
004016,2013,420000,0,0,0
004016,2014,390000,0,0,0
004016,2015,120000,0,0,0
004029,1999,587500,486250,101250,15000
004029,2000,815000,422500,52500,20000
004029,2001,740000,404285.7142857143,120000,80000
004029,2002,920000,379809.5238095238,60000,43809.5238095238
004029,2003,900750,378375,50375,40000
004029,2004,916500,361250,53250,0
004029,2005,858750,352375,34375,0
004029,2006,1350000,716904.7619047619,25000,0
004029,2007,1362000,736809.5238095238,30000,0
004029,2008,2030000,1638690.476190476,0,0
004029,2009,1740000,914523.8095238095,60000,0
004029,2010,45000,45000,10000,0
004029,2011,180000,117500,0,0
004029,2012,215000,147500,20000,0
004029,2013,290000,205000,0,0
004029,2014,255000,159000,0,0
004029,2015,296000,231000,5000,0
004029,2016,438000,373000,0,160000
004029,2017,85000,65000,0,35000
004029,2018,75000,45000,0,5000
004029,2019,255000,160000,0,130000
004029,2020,185000,40000,0,40000
004036,2020,10000,0,0,0
004040,1999,1645635,341252.2222222222,0,301252.2222222222
004040,2000,1799776,389467.4722222222,0,349467.4722222222
004040,2001,1907110,402691.1111111111,0,362691.1111111111
004040,2002,1767597,426899.25,361899.25,0
004040,2003,1410527,337229.2142857143,267229.2142857143,0
004040,2004,1042609,260652.25,98535.75,0
004040,2005,665824,166456,166456,0
004040,2006,1130475,222618.75,222618.75,0
004040,2007,335407,82601.75,82601.75,0
004058,2004,20000,0,0,0
004060,1999,1820000,831090.9090909092,0,0
004060,2000,2225000,1088000,0,120000
004060,2001,2395000,1108214.285714286,0,0
004060,2002,2690000,1031666.666666667,0,0
004060,2003,4725000,1094545.454545455,0,50000
004060,2004,4780000,938863.6363636362,0,0
004060,2005,4075000,821818.1818181819,180000,0
004060,2006,2670270,399541.7307692308,105000,0
004060,2007,4430000,1523181.818181818,370000,0
004060,2008,5880000,2293153.846153846,120000,20000
004060,2009,7780000,3505573.593073593,270000,0
004060,2010,10270000,5322651.515151515,640000,20000
004060,2011,9500000,3836136.363636363,320000,0
004060,2012,11145000,3509045.454545455,0,0
004060,2013,10020000,3421602.564102564,0,75000
004060,2014,14570000,5136060.606060605,0,90000
004060,2015,10945000,3494120.879120879,0,75000
004060,2016,13740982,4995185.384615385,0,65000
004060,2017,535000,0,0,0
004060,2019,820000,362767.6767676768,0,0
004060,2020,1865000,701090.9090909092,0,0
004062,1999,220000,0,0,0
004062,2000,125000,0,0,0
004062,2001,45000,0,0,0
004062,2005,80000,0,0,0
004065,1999,60000,0,0,0
004065,2000,10000,0,0,0
004065,2001,5000,0,0,0
004077,2007,20000,0,0,0
004077,2008,55000,0,0,0
004077,2009,15000,0,0,0
004077,2010,55000,0,0,0
004078,2002,28742,0,0,0
004087,1999,210000,25833.33333333333,0,0
004087,2000,677302,38421.05263157895,10000,0
004087,2001,755000,80000,0,0
004087,2002,695000,546250,0,6250
004087,2003,525000,280000,0,0
004087,2004,300000,0,0,0
004087,2005,630000,0,0,0
004087,2006,317500,0,0,0
004087,2007,287500,0,0,0
004087,2008,260000,0,0,0
004087,2009,1537408,344973.7142857143,0,0
004087,2010,8219448,1952478.895238095,35000,0
004087,2011,5490632,659487.1111111111,0,0
004087,2012,5154684,1075959.705882353,0,0
004087,2013,13128085,3453868.968487395,1920312.75,0
004087,2014,9598950,1677193.408928571,0,0
004087,2015,6468604,1480397.993269231,0,0
004087,2016,5509342,2002078.909090909,0,0
004091,2015,110000,0,0,0
004093,1999,1280000,736000,0,100000
004093,2000,1760000,1188666.666666667,0,862000
004093,2001,2600000,1392000,0,532000
004093,2002,3395000,1229952.380952381,0,419285.7142857143
004093,2003,2970000,1834166.666666667,0,356666.6666666666
004093,2004,2479000,1653000,0,1399000
004093,2005,2925000,1969000,0,1599000
004093,2006,2880000,1311111.111111111,0,701111.1111111111
004093,2007,3964720,2317899.857142857,360000,266000
004093,2008,6527998,3618893.75,415000,250000
004093,2009,7635516,5632688.983516484,567500,320000
004093,2010,8600000,7134333.333333334,661000,236666.6666666667
004093,2011,8610000,6822083.333333333,571250,315000
004093,2012,8820000,6739136.363636363,330000,260000
004093,2013,7270000,5768000,3598000,340000
004093,2014,7040000,5835539.682539682,5019111.111111111,276428.5714285714
004093,2015,6757000,5656261.904761905,1691111.111111111,118928.5714285714
004093,2016,7360000,5338454.545454545,20000,0
004093,2017,7171595,3004569.898989899,50000,35000
004093,2018,6175592,3934394.353535353,150000,175000
004093,2019,6114510,4792957.208333333,0,225000
004093,2020,4980000,2358444.444444444,0,0
004094,2010,23000,23000,0,0
004094,2011,20000,0,0,0
004094,2012,255000,0,0,0
004094,2013,420000,0,0,0
004094,2014,390000,0,0,0
004094,2015,310000,0,0,0
004094,2016,270000,0,0,0
004094,2017,247000,0,0,0
004094,2018,332000,0,0,0
004103,1999,65000,0,0,0
004103,2005,5000,0,0,0
004103,2006,140000,0,0,0
004115,2003,5000,0,0,0
004115,2004,10000,0,0,0
004124,2008,96000,0,0,0
004124,2009,120000,0,0,0
004124,2010,120000,0,0,0
004124,2011,120000,0,0,0
004127,1999,300000,0,0,0
004127,2000,280000,0,0,0
004127,2001,280000,0,0,0
004127,2002,290000,0,0,0
004127,2003,190000,0,0,0
004127,2004,236000,0,0,0
004127,2005,254000,0,0,0
004127,2006,236000,0,0,0
004127,2007,236000,0,0,0
004127,2008,155000,0,0,0
004127,2009,16000,0,0,0
004145,1999,10000,0,0,0
004145,2000,360000,0,0,0
004145,2001,200000,0,0,0
004145,2002,220000,0,0,0
004145,2003,220000,0,0,0
004145,2004,140000,0,0,0
004145,2005,200000,0,0,0
004145,2006,120000,0,0,0
004145,2007,120000,0,0,0
004145,2008,120000,0,0,0
004145,2009,120000,0,0,0
004145,2010,120000,0,0,0
004145,2011,60000,0,0,0
004191,1999,55500,0,0,0
004194,1999,943126,134666.6666666667,0,0
004194,2000,1131410,101807.6666666667,0,0
004194,2001,980000,0,0,0
004194,2002,950000,0,0,0
004194,2003,1090000,0,0,0
004194,2004,540000,69230.76923076923,69230.76923076923,0
004194,2005,468000,70470.58823529413,65470.58823529412,0
004194,2006,500000,168000,168000,0
004194,2007,740000,189818.1818181818,189818.1818181818,0
004194,2008,1415000,314953.3799533799,0,0
004194,2009,1015000,205187.5,0,0
004194,2010,950300,231173.5294117647,0,0
004194,2011,857000,64391.94139194139,0,0
004194,2013,296000,15600,0,0
004194,2014,274000,31888.88888888889,0,0
004194,2015,349000,38777.77777777778,0,0
004194,2016,480000,0,0,0
004194,2017,120000,0,0,0
004194,2018,30000,0,0,0
004194,2019,5000,0,0,0
004194,2020,960000,0,0,0
004201,1999,160000,0,0,0
004201,2000,60000,0,0,0
004201,2001,10000,0,0,0
004201,2002,160000,0,0,0
004201,2003,160000,0,0,0
004201,2004,240000,0,0,0
004201,2005,160000,0,0,0
004201,2006,160000,0,0,0
004201,2007,160000,0,0,0
004201,2008,160000,0,0,0
004201,2017,80000,0,0,0
004213,1999,80000,0,0,0
004213,2000,60000,0,0,0
004213,2001,45000,0,0,0
004213,2002,40000,0,0,0
004213,2003,40000,0,0,0
004213,2004,40000,0,0,0
004213,2005,25000,0,0,0
004213,2006,10000,0,0,0
004213,2007,65000,0,0,0
004213,2008,160000,0,0,0
004213,2009,215000,0,0,0
004213,2010,640000,0,0,0
004213,2011,860000,0,0,0
004213,2012,1090000,1030000,60000,470000
004213,2013,1070000,808666.6666666666,32000,776666.6666666666
004213,2014,1286000,290700,24000,266700
004213,2015,1340000,430555.5555555555,0,87222.22222222222
004213,2016,1140000,336000,30000,0
004213,2017,1340000,276888.8888888889,30000,0
004213,2018,1140000,397777.7777777778,30000,0
004213,2019,1260000,390595.238095238,44166.66666666666,35000
004213,2020,990000,235000,85000,60000
004222,1999,130000,0,0,0
004222,2000,130000,0,0,0
004222,2001,120000,0,0,0
004222,2002,135000,0,0,0
004222,2003,255000,0,0,0
004222,2004,435000,0,0,0
004222,2005,703000,0,0,0
004222,2006,691000,0,0,0
004223,1999,25000,0,0,0
004223,2000,60000,0,0,0
004225,2005,5000,0,0,0
004225,2006,5000,0,0,0
004225,2011,40000,0,0,0
004241,1999,130000,0,0,0
004241,2000,140000,0,0,0
004241,2002,60000,20000,0,0
004241,2003,60000,0,0,0
004241,2004,100000,0,0,0
004241,2005,160000,106666.6666666667,0,0
004241,2010,45000,45000,45000,0
004241,2011,60000,60000,35000,0
004241,2012,80000,80000,0,0
004241,2013,70000,70000,0,15000
004241,2014,80000,73333.33333333333,0,0
004241,2015,80000,40000,0,0
004241,2016,80000,40000,0,0
004241,2017,80000,0,0,0
004241,2018,80000,0,0,0
004241,2019,80000,0,0,0
004242,1999,660000,177333.3333333333,0,0
004242,2000,1060000,265000,0,0
004242,2001,1082500,579000,0,232500
004242,2002,2110000,654969.696969697,0,365636.3636363636
004242,2003,1885464,599012.8333333333,0,352587.3333333333
004242,2004,300000,77500,0,30000
004242,2005,210000,90000,0,0
004242,2006,345000,189000,0,0
004242,2007,440000,420000,220000,40000
004242,2008,1367767,1179407,260000,248360
004242,2009,1418108,1236878.15,165000,35000
004242,2010,1501718,1139265,186000,167000
004242,2011,1415633,1065188.666666667,0,705188.6666666666
004274,1999,20000,0,0,0
004274,2000,60000,9000,0,0
004274,2001,40000,0,0,0
004274,2002,40000,4000,0,0
004274,2003,20000,10000,0,0
004279,2009,20000,0,0,0
004279,2010,120000,0,0,0
004321,1999,240000,40000,0,40000
004321,2000,240000,0,0,0
004321,2001,190000,31666.66666666666,0,31666.66666666666
004321,2002,460000,72023.80952380953,0,72023.80952380953
004321,2003,645000,55555.55555555555,0,27777.77777777778
004321,2004,665000,105000,0,0
004321,2005,898100,118088.8888888889,0,0
004321,2006,780927,114626.8095238095,0,0
004321,2007,804174,170369.9777777778,0,0
004321,2008,1244934,244514,0,0
004321,2009,1530200,341046.4285714286,0,0
004321,2010,1544784,343154.3333333334,0,0
004321,2011,1457000,104058.3333333333,0,0
004321,2012,1118100,155516.6666666667,0,0
004321,2013,680000,76190.47619047618,0,0
004321,2014,750000,84464.28571428571,0,0
004321,2015,485000,68333.33333333333,0,0
004321,2016,720000,96761.90476190475,0,0
004321,2017,640000,75833.33333333333,0,0
004321,2018,610000,0,0,0
004321,2019,510000,31428.57142857143,0,0
004321,2020,670000,110047.619047619,0,0
004331,1999,80000,26666.66666666666,0,0
004331,2000,80000,26666.66666666666,0,0
004331,2001,120000,55714.28571428571,0,0
004331,2002,117000,45500,0,0
004331,2003,147000,36750,0,0
004331,2004,165000,41250,0,0
004331,2005,77000,51750,0,0
004331,2006,159200,85380,0,0
004331,2007,120000,76500,0,0
004331,2008,200000,177000,177000,0
004331,2009,220200,197325,185125,0
004331,2010,157000,117171.4285714286,117171.4285714286,0
004331,2011,144000,82200,82200,0
004331,2012,76000,52166.66666666666,52166.66666666666,0
004331,2013,73000,34666.66666666666,34666.66666666666,0
004331,2014,66000,39500,39500,0
004331,2015,60000,15000,15000,0
004351,1999,5000,3333.333333333333,0,0
004351,2000,80000,38095.23809523809,0,0
004351,2001,80000,53333.33333333333,0,0
004351,2002,120000,80000,0,0
004351,2003,120000,80000,0,0
004351,2004,120000,80000,0,0
004351,2005,120000,80000,0,0
004351,2006,100000,66666.66666666666,0,26666.66666666666
004351,2007,60000,60000,0,60000
004351,2008,20000,10000,0,10000
004351,2009,110000,36666.66666666666,0,36666.66666666666
004351,2010,80000,50000,0,50000
004351,2011,90000,45000,0,45000
004351,2012,100000,50000,0,15000
004351,2013,70000,35000,0,35000
004351,2014,50000,25000,0,25000
004351,2015,35000,17500,0,17500
004351,2016,10000,7500,0,7500
004352,2001,40000,40000,40000,0
004352,2002,60000,20000,0,0
004352,2003,45000,0,0,0
004352,2004,80000,0,0,0
004352,2005,100000,0,0,0
004352,2006,120000,0,0,0
004352,2007,120000,0,0,0
004352,2008,90000,0,0,0
004352,2009,90000,20000,0,0
004352,2010,195000,60000,0,0
004352,2011,54000,0,0,0
004371,1999,10000,10000,0,0
004371,2000,10000,10000,0,0
004371,2001,10000,10000,0,0
004371,2002,10000,7500,0,0
004371,2003,10000,10000,0,0
004371,2004,25000,25000,0,0
004371,2005,5000,5000,0,0
004372,1999,5000,0,0,0
004372,2000,40000,0,0,0
004372,2001,40000,0,0,0
004372,2002,40000,0,0,0
004372,2003,65000,0,0,0
004372,2004,40000,0,0,0
004372,2005,40000,0,0,0
004383,2011,25000,0,0,0
004383,2018,110000,0,0,0
004415,2004,168000,0,0,0
004415,2005,114000,0,0,0
004415,2006,140000,0,0,0
004415,2007,197000,0,0,0
004415,2008,85000,0,0,0
004415,2009,50000,0,0,0
004423,1999,160000,0,0,0
004423,2000,180000,0,0,0
004423,2001,240000,0,0,0
004423,2002,340000,0,0,0
004423,2003,475000,0,0,0
004423,2004,440000,0,0,0
004423,2005,600000,0,0,0
004423,2006,880000,0,0,0
004423,2007,680000,0,0,0
004423,2008,775000,380000,0,250000
004423,2009,780000,0,0,0
004423,2010,880000,0,0,0
004423,2011,1076000,0,0,0
004423,2012,1026000,128333.3333333333,0,0
004423,2013,1226000,0,0,0
004423,2014,1346000,0,0,0
004423,2015,1776000,135000,0,0
004423,2016,1824500,126361.1111111111,0,0
004423,2017,1670000,0,0,0
004423,2018,1930000,0,0,0
004423,2019,2385813,0,0,0
004423,2020,1991154,0,0,0
004430,1999,40000,40000,0,0
004430,2001,20000,20000,0,0
004430,2002,50000,50000,0,0
004430,2003,40000,20000,0,0
004430,2004,40000,40000,0,0
004430,2005,60000,60000,0,0
004430,2006,40000,40000,0,0
004430,2007,140000,140000,0,0
004430,2011,20000,12000,0,0
004430,2012,80000,48000,0,0
004430,2013,300000,196000,0,0
004430,2014,215000,115000,0,0
004430,2015,240000,240000,0,0
004430,2016,200000,200000,0,0
004430,2017,200000,200000,0,0
004430,2018,295000,295000,95000,0
004430,2019,40000,40000,0,0
004430,2020,40000,40000,0,0
004450,1999,10000,0,0,0
004450,2000,10000,0,0,0
004450,2001,40000,0,0,0
004456,2005,5000,0,0,0
004460,2014,45000,0,0,0
004462,1999,10000,10000,0,0
004462,2000,25000,12500,0,0
004462,2001,25000,9166.666666666666,0,0
004462,2002,10000,3333.333333333333,0,0
004462,2003,10000,3333.333333333333,0,0
004462,2004,10000,3333.333333333333,0,0
004462,2005,10000,3333.333333333333,0,0
004462,2006,10000,3333.333333333333,0,0
004462,2008,15000,15000,0,15000
004496,2005,60000,60000,0,0
004496,2006,120000,120000,0,0
004503,1999,10564001,2781515.887168903,0,13333.33333333333
004503,2000,7260463,4454684.888888889,0,40000
004503,2001,6397249,2135797.877192982,10000,130000
004503,2002,8695229,2020530.551839465,0,145000
004503,2003,7905000,1695306.324110672,0,70000
004503,2004,7990000,1445900,0,170000
004503,2005,7607500,1865708.204334365,20000,270000
004503,2006,15615000,7174117.647058824,0,525000
004503,2007,18796440,7688258.181818182,120000,780000
004503,2008,31638580,14475202.84313726,303000,745666.6666666667
004503,2009,30071820,16576756.38461538,360000,528000
004503,2010,14759320,8719286.947137829,192000,599500
004503,2011,15334320,11333619.48717949,460999.9999999999,712000
004503,2012,15454320,11848470.11204482,285000,461666.6666666666
004503,2013,15954320,10393607.17948718,269666.6666666666,407500
004503,2014,14718580,9381343.516483517,250000,460833.3333333333
004503,2015,13633500,7730500,160000,406321.4285714286
004503,2016,12827500,8308460.526315789,95000,361250
004503,2017,12375000,6956070.336096652,40000,324166.6666666666
004503,2018,12245000,7262196.078431373,0,309333.3333333334
004503,2019,10710000,7401642.345614482,40000,228333.3333333333
004503,2020,9330000,5388431.372549021,44285.71428571429,45000
004510,1999,4440000,1383214.285714286,0,0
004510,2000,3155000,735250,0,0
004510,2001,2037000,550111.1111111111,0,0
004510,2002,1315000,341111.1111111111,0,0
004510,2003,1302280,351895.5555555555,0,5000
004510,2004,1415000,438888.8888888889,0,5000
004510,2005,2007908,383048.7692307692,0,10000
004510,2006,2253018,615988.7272727273,0,130000
004510,2007,2245117,542448.9206349206,32500,25000
004510,2008,2081000,667142.857142857,100000,90000
004510,2009,1912000,714250,105000,110000
004510,2010,1815000,705803.0303030303,95000,91666.66666666666
004510,2011,2290000,970198.4126984125,72500,205000
004510,2012,2227000,1021031.746031746,10000,235000
004510,2013,2170000,959285.7142857142,0,110000
004510,2014,1785000,535166.6666666666,0,465166.6666666666
004510,2015,1708688,583539.1666666666,0,496039.1666666667
004510,2016,1577290,389768.5238095238,0,338697.0952380952
004510,2017,1540680,332136,0,232136
004510,2018,1277279,298804.7333333333,0,0
004510,2019,1214283,192853.3333333333,50000,0
004510,2020,1030000,220833.3333333333,0,62500
004515,2008,40000,30000,15000,0
004517,2005,20000,20000,0,0
004517,2006,120000,120000,0,0
004517,2007,280000,200000,0,0
004517,2008,315000,300000,0,100000
004517,2009,470000,320000,0,0
004517,2010,850000,550000,0,0
004517,2011,620000,290000,0,10000
004517,2012,915000,407500,2500,100000
004517,2013,840000,330000,7500,202500
004517,2014,725000,324166.6666666667,0,114166.6666666667
004517,2015,710000,273000,0,113000
004517,2016,925000,404166.6666666666,80000,214166.6666666667
004517,2017,1460000,670000,70000,350000
004517,2018,1020000,615000,30000,255000
004517,2019,1140000,810000,40000,280000
004517,2020,1565000,904166.6666666666,220000,114166.6666666667
004523,2011,30000,0,0,0
004598,1999,4072500,0,0,0
004598,2000,2055000,0,0,0
004598,2001,3697500,0,0,0
004598,2002,3600000,3214.285714285714,0,0
004598,2003,5386000,0,0,0
004598,2004,4107000,0,0,0
004598,2005,4116000,20200,0,0
004598,2006,18621000,1600000,0,0
004598,2007,6572500,2585000,0,0
004598,2008,10165000,2382500,0,0
004598,2009,18216000,5795547.619047618,0,0
004598,2010,27904074,6396167.139393938,0,40000
004598,2011,15181784,1689291.867857143,10000,0
004598,2012,13784380,3012410.880808081,0,0
004598,2013,14068912,46666.66666666666,0,0
004598,2014,15179536,40000,0,0
004598,2015,14360835,40000,0,0
004598,2016,14526000,82500,0,35000
004598,2017,12613000,47500,0,0
004598,2018,12510000,40000,0,0
004598,2019,12760000,855297.6190476189,0,0
004598,2020,12171000,353333.3333333333,0,0
004600,2001,40000,0,0,0
004600,2008,5000,5000,0,5000
004601,1999,8680000,0,0,0
004601,2000,9025000,3333.333333333333,0,3333.333333333333
004601,2001,8502000,0,0,0
004601,2002,10260000,46250,0,40000
004601,2003,11030000,0,0,0
004601,2004,12025000,0,0,0
004601,2005,7535000,0,0,0
004601,2006,12365000,2440000,0,0
004601,2007,7670000,2900000,0,0
004601,2008,5250000,3290000,290000,270000
004608,2006,120000,0,0,0
004608,2007,195000,53333.33333333333,0,0
004608,2008,225000,92500,82500,0
004608,2009,635000,27000,0,0
004608,2010,668500,0,0,0
004608,2011,240000,0,0,0
004608,2012,84000,14250,0,0
004611,1999,45000,0,0,0
004611,2018,20000,0,0,0
004622,2010,110000,0,0,0
004622,2011,190000,80000,0,0
004622,2012,20000,10000,0,0
004632,2010,21000,0,0,0
004632,2011,30000,0,0,0
004632,2012,30000,0,0,0
004640,2003,5000,0,0,0
004640,2004,10000,0,0,0
004640,2005,10000,0,0,0
004640,2006,10000,0,0,0
004640,2007,10000,0,0,0
004640,2008,190000,0,0,0
004640,2009,141000,0,0,0
004640,2010,145000,0,0,0
004640,2011,660000,35000,0,35000
004640,2012,960000,224166.6666666667,0,224166.6666666667
004640,2013,610000,104880.9523809524,0,104880.9523809524
004640,2014,920000,425000,0,425000
004640,2015,870000,213333.3333333333,0,213333.3333333333
004640,2016,720000,279166.6666666666,0,279166.6666666666
004640,2017,1290000,150000,0,150000
004640,2018,1580000,0,0,0
004640,2019,1325468,0,0,0
004640,2020,1062000,0,0,0
004674,2001,70000,0,0,0
004674,2002,60000,0,0,0
004674,2003,60000,0,0,0
004674,2004,60000,0,0,0
004674,2005,70000,0,0,0
004674,2006,100000,0,0,0
004674,2007,190000,12000,0,0
004674,2008,180000,120000,0,120000
004674,2009,240000,0,0,0
004674,2010,675000,0,0,0
004674,2011,1525000,60000,0,60000
004674,2012,1690000,0,0,0
004674,2013,2115000,0,0,0
004674,2014,1935000,0,0,0
004674,2015,1423014,90000,0,60000
004674,2016,1950000,80000,0,80000
004674,2017,1900000,60000,0,60000
004674,2018,1980000,20000,0,0
004674,2019,2370000,0,0,0
004674,2020,2090000,0,0,0
004675,2003,40000,0,0,0
004675,2004,75000,0,0,0
004675,2005,90000,0,0,0
004682,1999,5000,0,0,0
004682,2000,80000,0,0,0
004690,1999,100000,0,0,0
004690,2000,5000,0,0,0
004690,2001,10000,0,0,0
004690,2006,40000,0,0,0
004690,2007,25000,0,0,0
004690,2008,20000,0,0,0
004690,2009,25000,0,0,0
004690,2010,40000,0,0,0
004690,2011,20000,0,0,0
004690,2012,20000,0,0,0
004690,2013,20000,0,0,0
004699,1999,5000,0,0,0
004699,2008,15000,0,0,0
004699,2010,70000,0,0,0
004699,2011,160000,0,0,0
004699,2015,90000,0,0,0
004699,2016,120000,0,0,0
004699,2017,120000,0,0,0
004699,2018,535000,60000,0,0
004699,2019,460000,0,0,0
004699,2020,420000,0,0,0
004719,1999,10000,2500,2500,0
004719,2000,15000,0,0,0
004719,2001,10000,0,0,0
004723,2001,60000,0,0,0
004723,2002,40000,0,0,0
004723,2004,180000,0,0,0
004723,2005,65000,0,0,0
004723,2006,196000,0,0,0
004723,2007,500000,0,0,0
004723,2008,390000,0,0,0
004723,2009,535000,0,0,0
004723,2010,340000,0,0,0
004723,2011,140000,60000,0,0
004723,2012,120000,60000,0,0
004723,2013,120000,15000,0,0
004723,2014,80000,0,0,0
004723,2020,70000,0,0,0
004737,2009,90000,0,0,0
004737,2010,280000,0,0,0
004737,2011,275000,0,0,0
004737,2012,290000,0,0,0
004737,2013,100000,0,0,0
004737,2014,100000,0,0,0
004737,2015,100000,0,0,0
004737,2016,100000,0,0,0
004737,2017,100000,0,0,0
004737,2018,100000,0,0,0
004737,2019,10000,0,0,0
004739,2001,635000,0,0,0
004739,2002,365000,0,0,0
004739,2003,220000,0,0,0
004739,2004,650000,0,0,0
004739,2005,1290000,0,0,0
004739,2006,1720000,0,0,0
004739,2007,2275752,50000,0,20000
004764,1999,525000,0,0,0
004764,2000,700000,0,0,0
004764,2001,585000,0,0,0
004764,2002,680000,0,0,0
004764,2003,540000,0,0,0
004768,2005,20000,0,0,0
004768,2006,200000,0,0,0
004790,2000,80000,0,0,0
004790,2001,160000,0,0,0
004790,2002,160000,0,0,0
004790,2003,360000,0,0,0
004790,2004,360000,0,0,0
004790,2005,360000,0,0,0
004790,2006,10000,0,0,0
004800,1999,840420,240140,0,0
004801,2000,40000,20000,0,0
004801,2001,100000,50000,0,0
004801,2002,45000,22500,22500,0
004801,2003,5000,2500,2500,0
004806,1999,20000,0,0,0
004807,2001,200000,0,0,0
004818,1999,850000,532857.1428571428,0,40000
004818,2000,825000,428666.6666666666,46666.66666666666,30000
004818,2001,699027,265512,60000,45000
004818,2002,612899,289159.6,0,60000
004818,2003,595771,234479.6785714286,0,61250
004818,2004,564635,248622.65,0,62000
004818,2005,483261,111886.6785714286,0,70000
004818,2006,1067391,379419.7777777778,0,292000
004818,2007,1625099,415820.0181818182,0,72000
004818,2008,2015181,413698.0666666667,0,150998.4
004818,2009,2074517,467311.9523809524,0,221732.5714285714
004818,2010,1879628,324077.7333333333,0,0
004818,2011,1757097,525178.1047619048,22333.33333333333,90000
004818,2012,1419270,411103.503968254,30000,120000
004818,2013,2010400,647540,47500,90000
004818,2014,2222427,880369.1666666666,120000,120000
004818,2015,3345036,1207896.691666667,120000,140000
004818,2016,6384119,1534257.011111111,120000,100000
004818,2017,5903560,1683981.511904762,230000,316666.6666666666
004818,2018,6931306,1892023.233333333,380000,859399.2777777778
004818,2019,5094977,1584665.220238095,350000,351863.7142857143
004818,2020,5071665,1463518.638888889,330000,225000
004839,1999,4280000,760000,100000,0
004839,2000,8228000,1863666.666666667,80000,0
004839,2001,5840808,1371027.221719457,25000,0
004839,2002,5940000,1379919.413919414,100000,0
004839,2003,5250000,1120285.714285714,70000,0
004839,2004,7840000,1819428.571428571,40000,0
004839,2005,10680000,2207000,100000,0
004839,2006,10335000,3725833.333333333,120000,0
004839,2007,12186000,5828228.571428573,406666.6666666666,138095.2380952381
004839,2008,9360000,3825464.285714285,265833.3333333333,134750
004839,2009,8195000,4245573.615411077,110000,83333.33333333331
004839,2010,6750000,3736008.771929825,30000,0
004839,2011,7902000,2948295.906432748,15000,150000
004839,2012,7790000,2602500,0,12000
004839,2013,13180000,4442333.333333333,0,0
004839,2014,5481708,1677347.8,0,0
004839,2015,5251086,1789606.7,0,0
004839,2016,5761960,1514588,0,60000
004839,2017,6474674,1354177.0875,20000,0
004839,2018,5474422,850248.2125,0,0
004839,2019,5491953,1078289.6,0,10000
004839,2020,4368210,889617.5166666666,0,32500
004842,2001,80000,0,0,0
004842,2002,10000,0,0,0
004842,2003,180000,0,0,0
004842,2004,200000,0,0,0
004842,2005,100000,0,0,0
004842,2006,580000,0,0,0
004842,2007,560000,0,0,0
004842,2008,355000,0,0,0
004842,2009,320000,0,0,0
004842,2010,280000,0,0,0
004842,2011,400000,0,0,0
004842,2012,220000,0,0,0
